내용,종류,수준
세례 요한이 감옥에서 제자들을 보내 예수님께 물어본 것은 무엇인가요?|언제 나오실 건가요|오실 그이가 당신이오니이까|도와주세요|기적을 보여주세요|2,장문퀴즈,
예수님이 수고하고 무거운 짐 진 자들에게 하신 초청 말씀은 무엇인가요?|더 열심히 일하라|내게로 오라 내가 너희를 쉬게 하리라|집에 가서 쉬어라|의원에게 가라|2,장문퀴즈,
씨 뿌리는 자의 비유에서 좋은 땅에 뿌려진 씨는 무엇을 의미하나요?|부자|말씀을 듣고 깨달아 결실하는 사람|율법을 지키는 자|제사장|2,장문퀴즈,
예수님이 오병이어 기적에서 사용하신 음식은 무엇인가요?|떡 열 개와 물고기 다섯 마리|떡 다섯 개와 물고기 두 마리|떡 두 개와 물고기 다섯 마리|떡 일곱 개와 물고기 두 마리|2,장문퀴즈,
오병이어 기적 후 남은 조각은 몇 바구니였나요?|5바구니|7바구니|12바구니|24바구니|3,장문퀴즈,
예수님이 물 위를 걸으셨을 때 베드로에게 하신 말씀은 무엇인가요?|기다려라|오라|수영해라|배로 돌아가라|2,장문퀴즈,
베드로가 물 위를 걷다가 빠진 이유는 무엇인가요?|힘이 없어서|바람을 보고 무서워 믿음이 적어져서|파도가 세서|예수님이 멀어서|2,장문퀴즈,
가나안 여인이 예수님께 간청한 것은 무엇인가요?|돈|자신의 병 치유|귀신 들린 딸의 치유|남편의 치료|3,장문퀴즈,
예수님이 가나안 여인의 믿음을 칭찬한 이유는 무엇인가요?|오래 기도해서|포기하지 않고 큰 믿음을 보여서|부자여서|율법을 지켜서|2,장문퀴즈,
겨자씨 비유에서 겨자씨가 상징하는 것은 무엇인가요?|이스라엘|천국|교회|믿음|2,장문퀴즈,
,,
,,
[마태복음 16장 ~ 20장],장문제목,
"바리새인과 사두개인들이 와서 예수를 시험하여 하늘로부터 오는 표적 보이기를 청하니 예수께서 대답하여 이르시되 너희가 저녁에 하늘이 붉으면 날이 좋겠다 하고 아침에 하늘이 붉고 흐리면 오늘은 날이 궂겠다 하나니 너희가 날씨는 분별할 줄 알면서 시대의 표적은 분별할 수 없느냐 악하고 음란한 세대가 표적을 구하나 요나의 표적 밖에는 보여 줄 표적이 없느니라 하시고 그들을 떠나 가시니라 제자들이 건너편으로 갈새 떡 가져가기를 잊었더니 예수께서 이르시되 삼가 바리새인과 사두개인들의 누룩을 주의하라 하시니 제자들이 서로 의논하여 이르되 우리가 떡을 가져오지 아니하였도다 하거늘 예수께서 아시고 이르시되 믿음이 작은 자들아 어찌 떡이 없음으로 서로 의논하느냐 너희가 아직도 깨닫지 못하느냐 떡 다섯 개로 오천 명을 먹이고 주운 것이 몇 바구니며 떡 일곱 개로 사천 명을 먹이고 주운 것이 몇 광주리이던 것을 기억하지 못하느냐 어찌 내 말한 것이 떡에 관함이 아닌 줄을 깨닫지 못하느냐 오직 바리새인과 사두개인들의 누룩을 주의하라 하시니 그제서야 제자들이 떡의 누룩이 아니요 바리새인과 사두개인들의 교훈을 삼가라고 말씀하신 줄을 깨달으니라 예수께서 빌립보 가이사랴 지방에 이르러 제자들에게 물어 이르시되 사람들이 인자를 누구라 하느냐 이르되 더러는 세례 요한, 더러는 엘리야, 어떤 이는 예레미야나 선지자 중의 하나라 하나이다 이르시되 너희는 나를 누구라 하느냐 시몬 베드로가 대답하여 이르되 주는 그리스도시요 살아 계신 하나님의 아들이시니이다 예수께서 대답하여 이르시되 바요나 시몬아 네가 복이 있도다 이를 네게 알게 한 이는 혈육이 아니요 하늘에 계신 내 아버지시니라 또 내가 네게 이르노니 너는 베드로라 내가 이 반석 위에 내 교회를 세우리니 음부의 권세가 이기지 못하리라 내가 천국 열쇠를 네게 주리니 네가 땅에서 무엇이든지 매면 하늘에서도 매일 것이요 네가 땅에서 무엇이든지 풀면 하늘에서도 풀리리라 하시고 이에 제자들에게 경고하사 자기가 그리스도인 것을 아무에게도 이르지 말라 하시니라 이 때로부터 예수 그리스도께서 자기가 예루살렘에 올라가 장로들과 대제사장들과 서기관들에게 많은 고난을 받고 죽임을 당하고 제삼일에 살아나야 할 것을 제자들에게 비로소 나타내시니 베드로가 예수를 붙들고 항변하여 이르되 주여 그리 마옵소서 이 일이 결코 주에게 미치지 아니하리이다 예수께서 돌이키시며 베드로에게 이르시되 사탄아 내 뒤로 물러 가라 너는 나를 넘어지게 하는 자로다 네가 하나님의 일을 생각하지 아니하고 도리어 사람의 일을 생각하는도다 하시고 이에 예수께서 제자들에게 이르시되 누구든지 나를 따라오려거든 자기를 부인하고 자기 십자가를 지고 나를 따를 것이니라 누구든지 제 목숨을 구원하고자 하면 잃을 것이요 누구든지 나를 위하여 제 목숨을 잃으면 찾으리라 사람이 만일 온 천하를 얻고도 제 목숨을 잃으면 무엇이 유익하리요 사람이 무엇을 주고 제 목숨과 바꾸겠느냐 인자가 아버지의 영광으로 그 천사들과 함께 오리니 그 때에 각 사람이 행한 대로 갚으리라 진실로 너희에게 이르노니 여기 서 있는 사람 중에 죽기 전에 인자가 그 왕권을 가지고 오는 것을 볼 자들도 있느니라 엿새 후에 예수께서 베드로와 야고보와 그 형제 요한을 데리시고 따로 높은 산에 올라 가셨더니 그들 앞에서 변형되사 그 얼굴이 해 같이 빛나며 옷이 빛과 같이 희어졌더라 그 때에 모세와 엘리야가 예수와 더불어 말하는 것이 그들에게 보이거늘 베드로가 예수께 여쭈어 이르되 주여 우리가 여기 있는 것이 좋사오니 만일 주께서 원하시면 내가 여기서 초막 셋을 짓되 하나는 주님을 위하여, 하나는 모세를 위하여, 하나는 엘리야를 위하여 하리이다 말할 때에 홀연히 빛난 구름이 그들을 덮으며 구름 속에서 소리가 나서 이르시되 이는 내 사랑하는 아들이요 내 기뻐하는 자니 너희는 그의 말을 들으라 하시는지라 제자들이 듣고 엎드려 심히 두려워하니 예수께서 나아와 그들에게 손을 대시며 이르시되 일어나라 두려워 말라 하시니 제자들이 눈을 들고 보매 오직 예수 외에는 아무도 보이지 아니하더라 저희가 산에서 내려올 때에 예수께서 명하여 이르시되 인자가 죽은 자 가운데서 살아나기 전에는 본 것을 아무에게도 이르지 말라 하시니 제자들이 물어 이르되 그러면 어찌하여 서기관들이 엘리야가 먼저 와야 하리라 하나이까 예수께서 대답하여 이르시되 엘리야가 과연 먼저 와서 모든 일을 회복하리라 내가 너희에게 말하노니 엘리야가 이미 왔으되 사람들이 알지 못하고 임의로 대우하였도다 인자도 이와 같이 그들에게 고난을 받으리라 하시니 그제서야 제자들이 예수께서 말씀하신 것이 세례 요한인 줄을 깨달으니라 그들이 무리에게 이르매 한 사람이 예수께 와서 꿇어 엎드려 이르되 주여 내 아들을 불쌍히 여기소서 그가 간질로 심히 고생하여 자주 불에도 넘어지며 물에도 넘어지는지라 내가 주의 제자들에게 데리고 왔으나 능히 고치지 못하더이다 예수께서 대답하여 이르시되 믿음이 없고 패역한 세대여 내가 얼마나 너희와 함께 있으며 얼마나 너희에게 참으리요 그를 이리로 데려오라 하시니라 이에 예수께서 꾸짖으시니 귀신이 나가고 아이가 그 때부터 나으니라 이 때에 제자들이 조용히 예수께 나아와 이르되 우리는 어찌하여 쫓아내지 못하였나이까 이르시되 너희 믿음이 작은 까닭이니라 진실로 너희에게 이르노니 만일 너희에게 믿음이 겨자씨 한 알 만큼만 있어도 이 산을 명하여 여기서 저기로 옮겨지라 하면 옮겨 질 것이요 또 너희가 못할 것이 없으리라 (없 음 갈릴리에 모일 때에 예수께서 제자들에게 이르시되 인자가 장차 사람들의 손에 넘겨져 죽임을 당하고 제삼일에 살아나리라 하시니 제자들이 매우 근심하더라 가버나움에 이르니 반 세겔 받는 자들이 베드로에게 나아와 이르되 너의 선생은 반 세겔을 내지 아니하느냐 이르되 내신다 하고 집에 들어가니 예수께서 먼저 이르시되 시몬아 네 생각은 어떠하냐 세상 임금들이 누구에게 관세와 국세를 받느냐 자기 아들에게냐 타인에게냐 베드로가 이르되 타인에게니이다 예수께서 이르시되 그렇다면 아들들은 세를 면하리라 그러나 우리가 그들이 실족하지 않게 하기 위하여 네가 바다에 가서 낚시를 던져 먼저 오르는 고기를 가져 입을 열면 돈 한 세겔을 얻을 것이니 가져다가 나와 너를 위하여 주라 하시니라 그 때에 제자들이 예수께 나아와 이르되 천국에서는 누가 크니이까 예수께서 한 어린 아이를 불러 그들 가운데 세우시고 이르시되 진실로 너희에게 이르노니 너희가 돌이켜 어린 아이들과 같이 되지 아니하면 결단코 천국에 들어가지 못하리라 그러므로 누구든지 이 어린 아이와 같이 자기를 낮추는 사람이 천국에서 큰 자니라 또 누구든지 내 이름으로 이런 어린 아이 하나를 영접하면 곧 나를 영접함이니 누구든지 나를 믿는 이 작은 자 중 하나를 실족하게 하면 차라리 연자 맷돌이 그 목에 달려서 깊은 바다에 빠뜨려지는 것이 나으리라 실족하게 하는 일들이 있음으로 말미암아 세상에 화가 있도다 실족하게 하는 일이 없을 수는 없으나 실족하게 하는 그 사람에게는 화가 있도다 만일 네 손이나 네 발이 너를 범죄하게 하거든 찍어 내버리라 장애인이나 다리 저는 자로 영생에 들어가는 것이 두 손과 두 발을 가지고 영원한 불에 던져지는 것보다 나으니라 만일 네 눈이 너를 범죄하게 하거든 빼어 내버리라 한 눈으로 영생에 들어가는 것이 두 눈을 가지고 지옥 불에 던져지는 것보다 나으니라 삼가 이 작은 자 중의 하나도 업신 여기지 말라 너희에게 말하노니 그들의 천사들이 하늘에서 하늘에 계신 내 아버지의 얼굴을 항상 뵈옵느니라 (없 음 너희 생각에는 어떠하냐 만일 어떤 사람이 양 백 마리가 있는데 그 중의 하나가 길을 잃었으면 그 아흔아홉 마리를 산에 두고 가서 길 잃은 양을 찾지 않겠느냐 진실로 너희에게 이르노니 만일 찾으면 길을 잃지 아니한 아흔아홉 마리보다 이것을 더 기뻐하리라 이와 같이 이 작은 자 중의 하나라도 잃는 것은 하늘에 계신 너희 아버지의 뜻이 아니니라 네 형제가 죄를 범하거든 가서 너와 그 사람과만 상대하여 권고하라 만일 들으면 네가 네 형제를 얻은 것이요 만일 듣지 않거든 한두 사람을 데리고 가서 두세 증인의 입으로 말마다 확증하게 하라 만일 그들의 말도 듣지 않거든 교회에 말하고 교회의 말도 듣지 않거든 이방인과 세리와 같이 여기라 진실로 너희에게 이르노니 무엇이든지 너희가 땅에서 매면 하늘에서도 매일 것이요 무엇이든지 땅에서 풀면 하늘에서도 풀리리라 진실로 다시 너희에게 이르노니 너희 중의 두 사람이 땅에서 합심하여 무엇이든지 구하면 하늘에 계신 내 아버지께서 그들을 위하여 이루게 하시리라 두세 사람이 내 이름으로 모인 곳에는 나도 그들 중에 있느니라 그 때에 베드로가 나아와 이르되 주여 형제가 내게 죄를 범하면 몇 번이나 용서하여 주리이까 일곱 번까지 하오리이까 예수께서 이르시되 네게 이르노니 일곱 번뿐 아니라 일곱 번을 일흔 번까지라도 할지니라 그러므로 천국은 그 종들과 결산하려 하던 어떤 임금과 같으니 결산할 때에 만 달란트 빚진 자 하나를 데려오매 갚을 것이 없는지라 주인이 명하여 그 몸과 아내와 자식들과 모든 소유를 다 팔아 갚게 하라 하니 그 종이 엎드려 절하며 이르되 내게 참으소서 다 갚으리이다 하거늘 그 종의 주인이 불쌍히 여겨 놓아 보내며 그 빚을 탕감하여 주었더니 그 종이 나가서 자기에게 백 데나리온 빚진 동료 한 사람을 만나 붙들어 목을 잡고 이르되 빚을 갚으라 하매 그 동료가 엎드려 간구하여 이르되 나에게 참아 주소서 갚으리이다 하되 허락하지 아니하고 이에 가서 그가 빚을 갚도록 옥에 가두거늘 그 동료들이 그것을 보고 몹시 딱하게 여겨 주인에게 가서 그 일을 다 알리니 이에 주인이 그를 불러다가 말하되 악한 종아 네가 빌기에 내가 네 빚을 전부 탕감하여 주었거늘 내가 너를 불쌍히 여김과 같이 너도 네 동료를 불쌍히 여김이 마땅하지 아니하냐 하고 주인이 노하여 그 빚을 다 갚도록 저를 옥졸들에게 넘기니라 너희가 각각 마음으로부터 형제를 용서하지 아니하면 나의 하늘 아버지께서도 너희에게 이와 같이 하시리라 예수께서 이 말씀을 마치시고 갈릴리를 떠나  요단 강 건너 유대 지경에 이르시니 큰 무리가 따르거늘 예수께서 거기서 그들의 병을 고치시더라 바리새인들이 예수께 나아와 그를 시험하여 이르되 사람이 어떤 이유가 있으면 그 아내를 버리는 것이 옳으니이까 예수께서 대답하여 이르시되 사람을 지으신 이가 본래 그들을 남자와 여자로 지으시고 말씀하시기를 그러므로 사람이 그 부모를 떠나서 아내에게 합하여 그 둘이 한 몸이 될지니라 하신 것을 읽지 못하였느냐 그런즉 이제 둘이 아니요 한 몸이니 그러므로 하나님이 짝지어 주신 것을 사람이 나누지 못할지니라 하시니 여짜오되 그러면 어찌하여 모세는 이혼 증서를 주어서 버리라 명하였나이까 예수께서 이르시되 모세가 너희 마음의 완악함 때문에 아내 버림을 허락하였거니와 본래는 그렇지 아니하니라 내가 너희에게 말하노니 누구든지 음행한 이유 외에 아내를 버리고 다른 데 장가 드는 자는 간음함이니라 제자들이 이르되 만일 사람이 아내에게 이같이 할진대 장가 들지 않는 것이 좋겠나이다 예수께서 이르시되 사람마다 이 말을 받지 못하고 오직 타고난 자라야 할지니라 어머니의 태로부터 된 고자도 있고 사람이 만든 고자도 있고 천국을 위하여 스스로 된 고자도 있도다 이 말을 받을 만한 자는 받을지어다 그 때에 사람들이 예수께서 안수하고 기도해 주심을 바라고 어린 아이들을 데리고 오매 제자들이 꾸짖거늘 예수께서 이르시되 어린 아이들을 용납하고 내게 오는 것을 금하지 말라 천국이 이런 사람의 것이니라 하시고 그들에게 안수하시고 거기를 떠나시니라 어떤 사람이 주께 와서 이르되 선생님이여 내가 무슨 선한 일을 하여야 영생을 얻으리이까 예수께서 이르시되 어찌하여 선한 일을 내게 묻느냐 선한 이는 오직 한 분이시니라 네가 생명에 들어가려면 계명들을 지키라 이르되 어느 계명이오니이까 예수께서 이르시되 살인하지 말라, 간음하지 말라, 도둑질하지 말라, 거짓 증언 하지 말라, 네 부모를 공경하라, 네 이웃을 네 자신과 같이 사랑하라 하신 것이니라 그 청년이 이르되 이 모든 것을 내가 지키었사온대 아직도 무엇이 부족하니이까 예수께서 이르시되 네가 온전하고자 할진대 가서 네 소유를 팔아 가난한 자들에게 주라 그리하면 하늘에서 보화가 네게 있으리라 그리고 와서 나를 따르라 하시니 그 청년이 재물이 많으므로 이 말씀을 듣고 근심하며 가니라 예수께서 제자들에게 이르시되 내가 진실로 너희에게 이르노니 부자는 천국에 들어가기가 어려우니라 다시 너희에게 말하노니 낙타가 바늘귀로 들어가는 것이 부자가 하나님의 나라에 들어가는 것보다 쉬우니라 하신대 제자들이 듣고 몹시 놀라 이르되 그렇다면 누가 구원을 얻을 수 있으리이까 예수께서 그들을 보시며 이르시되 사람으로는 할 수 없으나 하나님으로서는 다 하실 수 있느니라 이에 베드로가 대답하여 이르되 보소서 우리가 모든 것을 버리고 주를 따랐사온대 그런즉 우리가 무엇을 얻으리이까 예수께서 이르시되 내가 진실로 너희에게 이르노니 세상이 새롭게 되어 인자가 자기 영광의 보좌에 앉을 때에 나를 따르는 너희도 열두 보좌에 앉아 이스라엘 열두 지파를 심판하리라 또 내 이름을 위하여 집이나 형제나 자매나 부모나 자식이나 전토를 버린 자마다 여러 배를 받고 또 영생을 상속하리라 그러나 먼저 된 자로서 나중 되고 나중 된 자로서 먼저 될 자가 많으니라 천국은 마치 품꾼을 얻어 포도원에 들여보내려고 이른 아침에 나간 집 주인과 같으니 그가 하루 한 데나리온씩 품꾼들과 약속하여 포도원에 들여보내고 또 제삼시에 나가 보니 장터에 놀고 서 있는 사람들이 또 있는지라 그들에게 이르되 너희도 포도원에 들어가라 내가 너희에게 상당하게 주리라 하니 그들이 가고 제육시와 제구시에 또 나가 그와 같이 하고 제십일시에도 나가 보니 서 있는 사람들이 또 있는지라 이르되 너희는 어찌하여 종일토록 놀고 여기 서 있느냐 이르되 우리를 품꾼으로 쓰는 이가 없음이니이다 이르되 너희도 포도원에 들어가라 하니라 저물매 포도원 주인이 청지기에게 이르되 품꾼들을 불러 나중 온 자로부터 시작하여 먼저 온 자까지 삯을 주라 하니 제십일시에 온 자들이 와서 한 데나리온씩을 받거늘 먼저 온 자들이 와서 더 받을 줄 알았더니 저희도 한 데나리온씩 받은지라 받은 후 집 주인을 원망하여 이르되 나중 온 이 사람들은 한 시간밖에 일하지 아니하였거늘 그들을 종일 수고하며 더위를 견딘 우리와 같게 하였나이다 주인이 그 중의 한 사람에게 대답하여 이르되 친구여 내가 네게 잘못한 것이 없노라 네가 나와 한 데나리온의 약속을 하지 아니하였느냐 네 것이나 가지고 가라 나중 온 이 사람에게 너와 같이 주는 것이 내 뜻이니라 내 것을 가지고 내 뜻대로 할 것이 아니냐 내가 선하므로 네가 악하게 보느냐 이와 같이 나중 된 자로서 먼저 되고 먼저 된 자로서 나중 되리라 예수께서 예루살렘으로 올라가려 하실 때에 열두 제자를 따로 데리시고 길에서 이르시되 보라 우리가 예루살렘으로 올라가노니 인자가 대제사장들과 서기관들에게 넘겨지매 그들이 죽이기로 결의하고 이방인들에게 넘겨 주어 그를 조롱하며 채찍질하며 십자가에 못박게 할 것이나 제삼일에 살아나리라 그 때에 세베대의 아들의 어머니가 그 아들들을 데리고 예수께 와서 절하며 무엇을 구하니 예수께서 이르시되 무엇을 원하느냐 이르되 이 나의 두 아들을 주의 나라에서 하나는 주의 우편에, 하나는 주의 좌편에 앉게 명하소서 예수께서 대답하여 이르시되 너희는 너희가 구하는 것을 알지 못하는도다 내가 마시려는 잔을 너희가 마실 수 있느냐 그들이 말하되 할 수 있나이다 이르시되 너희가 과연 내 잔을 마시려니와 내 좌우편에 앉는 것은 내가 주는 것이 아니라 내 아버지께서 누구를 위하여 예비하셨든지 그들이 얻을 것이니라 열 제자가 듣고 그 두 형제에 대하여 분히 여기거늘 예수께서 제자들을 불러다가 이르시되 이방인의 집권자들이 그들을 임의로 주관하고 그 고관들이 그들에게 권세를 부리는 줄을 너희가 알거니와 너희 중에는 그렇지 않아야 하나니 너희 중에 누구든지 크고자 하는 자는 너희를 섬기는 자가 되고 너희 중에 누구든지 으뜸이 되고자 하는 자는 너희의 종이 되어야 하리라 인자가 온 것은 섬김을 받으려 함이 아니라 도리어 섬기려 하고 자기 목숨을 많은 사람의 대속물로 주려 함이니라 그들이 여리고에서 떠나 갈 때에 큰 무리가 예수를 따르더라 맹인 두 사람이 길 가에 앉았다가 예수께서 지나가신다 함을 듣고 소리질러 이르되 주여 우리를 불쌍히 여기소서 다윗의 자손이여 하니 무리가 꾸짖어 잠잠하라 하되 더욱 소리 질러 이르되 주여 우리를 불쌍히 여기소서 다윗의 자손이여 하는지라 예수께서 머물러 서서 그들을 불러 이르시되 너희에게 무엇을 하여 주기를 원하느냐 이르되 주여 우리 눈 뜨기를 원하나이다 예수께서 불쌍히 여기사 그들의 눈을 만지시니 곧 보게 되어 그들이 예수를 따르니라
",장문본문,
베드로가 예수님께 고백한 내용은 무엇인가요?|당신은 선생님|주는 그리스도시요 살아 계신 하나님의 아들이시니이다|당신은 선지자|당신은 왕|2,장문퀴즈,
예수님이 베드로에게 주겠다고 하신 것은 무엇인가요?|땅|재물|천국 열쇠|군대|3,장문퀴즈,
변화산에서 예수님과 함께 나타난 구약 인물 두 명은 누구인가요?|아브라함과 이삭|모세와 엘리야|다윗과 솔로몬|아론과 미리암|2,장문퀴즈,
예수님이 제자 중 가장 크냐는 질문에 대한 답으로 세우신 것은 무엇인가요?|가장 강한 자|가장 공부 많이 한 자|어린아이|가장 나이 많은 자|3,장문퀴즈,
예수님이 용서에 대해 말씀하신 횟수는 몇 번인가요?|7번|70번|490번(일흔 번씩 일곱 번)|무한히|3,장문퀴즈,
부자 청년에게 예수님이 요구하신 것은 무엇인가요?|더 많이 기부하라|재산을 팔아 가난한 자에게 주고 나를 따르라|율법만 지키면 된다|성전에 헌금하라|2,장문퀴즈,
약대가 바늘귀로 들어가는 것이 더 쉽다는 말씀의 의미는 무엇인가요?|약대가 작다|부자가 천국에 들어가기 매우 어렵다|바늘귀가 크다|천국은 누구나 들어간다|2,장문퀴즈,
포도원 품꾼의 비유에서 먼저 온 자와 나중 온 자의 품삯은 어떻게 됐나요?|먼저 온 자가 더 받았다|나중 온 자가 더 받았다|모두 동일한 품삯을 받았다|반반씩 나눴다|3,장문퀴즈,
예수님이 제자들에게 세 번째로 예고하신 것은 무엇인가요?|기적|풍년|자신의 고난과 죽음과 부활|전쟁|3,장문퀴즈,
여리고에서 시각장애인 두 명이 예수님께 한 간청은 무엇인가요?|먹을 것|돈|눈을 떠게 해달라|집을 달라|3,장문퀴즈,
,,
,,
[마태복음 21장 ~ 25장],장문제목,
